,Salm,Allikas
1622,"He ceased. The Fates suppress’d his labouring breath,
And his eyes stiffen’d at the hand of death;
To the dark realm the spirit wings its way,
(The manly body left a load of clay,)
And plaintive glides along the dreary coast,
A naked, wandering, melancholy ghost!",Ilias
1623,"Achilles, musing as he roll’d his eyes
O’er the dead hero, thus unheard, replies:
“Die thou the first! When Jove and heaven ordain,
I follow thee”—He said, and stripp’d the slain.
Then forcing backward from the gaping wound
The reeking javelin, cast it on the ground.
The thronging Greeks behold with wondering eyes
His manly beauty and superior size;
While some, ignobler, the great dead deface
With wounds ungenerous, or with taunts disgrace:",Ilias
1624,"Then his fell soul a thought of vengeance bred;
(Unworthy of himself, and of the dead;)
The nervous ancles bored, his feet he bound
With thongs inserted through the double wound;
These fix’d up high behind the rolling wain,
His graceful head was trail’d along the plain.
Proud on his car the insulting victor stood,
And bore aloft his arms, distilling blood.
He smites the steeds; the rapid chariot flies;
The sudden clouds of circling dust arise.
Now lost is all that formidable air;
The face divine, and long-descending hair,
Purple the ground, and streak the sable sand;
Deform’d, dishonour’d, in his native land,
Given to the rage of an insulting throng,
And, in his parents’ sight, now dragg’d along!",Ilias
1625,"Amidst her matrons Hecuba appears:
(A mourning princess, and a train in tears;)
“Ah why has Heaven prolong’d this hated breath,
Patient of horrors, to behold thy death?
O Hector! late thy parents’ pride and joy,
The boast of nations! the defence of Troy!
To whom her safety and her fame she owed;
Her chief, her hero, and almost her god!
O fatal change! become in one sad day
A senseless corse! inanimated clay!”",Ilias
1626,"But not as yet the fatal news had spread
To fair Andromache, of Hector dead;
As yet no messenger had told his fate,
Not e’en his stay without the Scæan gate.
Far in the close recesses of the dome,
Pensive she plied the melancholy loom;
A growing work employ’d her secret hours,
Confusedly gay with intermingled flowers.
Her fair-haired handmaids heat the brazen urn,
The bath preparing for her lord’s return
In vain; alas! her lord returns no more;
Unbathed he lies, and bleeds along the shore!
Now from the walls the clamours reach her ear,
And all her members shake with sudden fear:
Forth from her ivory hand the shuttle falls,
And thus, astonish’d, to her maids she calls:",Ilias
1627,"
“Ah follow me! (she cried) what plaintive noise
Invades my ear? ’Tis sure my mother’s voice.
My faltering knees their trembling frame desert,
A pulse unusual flutters at my heart;
Some strange disaster, some reverse of fate
(Ye gods avert it!) threats the Trojan state.
Far be the omen which my thoughts suggest!
But much I fear my Hector’s dauntless breast
Confronts Achilles; chased along the plain,
Shut from our walls! I fear, I fear him slain!
Safe in the crowd he ever scorn’d to wait,
And sought for glory in the jaws of fate:
Perhaps that noble heat has cost his breath,
Now quench’d for ever in the arms of death.”",Ilias
1628,"She spoke: and furious, with distracted pace,
Fears in her heart, and anguish in her face,
Flies through the dome (the maids her steps pursue),
And mounts the walls, and sends around her view.
Too soon her eyes the killing object found,
The godlike Hector dragg’d along the ground.
A sudden darkness shades her swimming eyes:
She faints, she falls; her breath, her colour flies.
Her hair’s fair ornaments, the braids that bound,
The net that held them, and the wreath that crown’d,
The veil and diadem flew far away
(The gift of Venus on her bridal day).
Around a train of weeping sisters stands,
To raise her sinking with assistant hands.
Scarce from the verge of death recall’d, again
She faints, or but recovers to complain.",Ilias
1629,"
Thus humbled in the dust, the pensive train
Through the sad city mourn’d her hero slain.
The body soil’d with dust, and black with gore,
Lies on broad Hellespont’s resounding shore.
The Grecians seek their ships, and clear the strand,
All, but the martial Myrmidonian band:
These yet assembled great Achilles holds,
And the stern purpose of his mind unfolds:",Ilias
1630,"“Not yet, my brave companions of the war,
Release your smoking coursers from the car;
But, with his chariot each in order led,
Perform due honours to Patroclus dead.
Ere yet from rest or food we seek relief,
Some rites remain, to glut our rage of grief.”",Ilias
1631,"The troops obey’d; and thrice in order led[281]
(Achilles first) their coursers round the dead;
And thrice their sorrows and laments renew;
Tears bathe their arms, and tears the sands bedew.
For such a warrior Thetis aids their woe,
Melts their strong hearts, and bids their eyes to flow.
But chief, Pelides: thick-succeeding sighs
Burst from his heart, and torrents from his eyes:
His slaughtering hands, yet red with blood, he laid
On his dead friend’s cold breast, and thus he said:",Ilias
1632,"“All hail, Patroclus! let thy honour’d ghost
Hear, and rejoice on Pluto’s dreary coast;
Behold! Achilles’ promise is complete;
The bloody Hector stretch’d before thy feet.
Lo! to the dogs his carcase I resign;
And twelve sad victims, of the Trojan line,
Sacred to vengeance, instant shall expire;
Their lives effused around thy funeral pyre.”",Ilias
1633,"Gloomy he said, and (horrible to view)
Before the bier the bleeding Hector threw,
Prone on the dust. The Myrmidons around
Unbraced their armour, and the steeds unbound.
All to Achilles’ sable ship repair,
Frequent and full, the genial feast to share.
Now from the well-fed swine black smokes aspire,
The bristly victims hissing o’er the fire:
The huge ox bellowing falls; with feebler cries
Expires the goat; the sheep in silence dies.
Around the hero’s prostrate body flow’d,
In one promiscuous stream, the reeking blood.
And now a band of Argive monarchs brings
The glorious victor to the king of kings.
From his dead friend the pensive warrior went,
With steps unwilling, to the regal tent.
The attending heralds, as by office bound,
With kindled flames the tripod-vase surround:
To cleanse his conquering hands from hostile gore,
They urged in vain; the chief refused, and swore:[282]",Ilias
1634,"“No drop shall touch me, by almighty Jove!
The first and greatest of the gods above!
Till on the pyre I place thee; till I rear
The grassy mound, and clip thy sacred hair.
Some ease at least those pious rites may give,
And soothe my sorrows, while I bear to live.
Howe’er, reluctant as I am, I stay
And share your feast; but with the dawn of day,
(O king of men!) it claims thy royal care,
That Greece the warrior’s funeral pile prepare,
And bid the forests fall: (such rites are paid
To heroes slumbering in eternal shade:)
Then, when his earthly part shall mount in fire,
Let the leagued squadrons to their posts retire.”",Ilias
1635,"“And is it thou? (he answers) To my sight[283]
Once more return’st thou from the realms of night?
O more than brother! Think each office paid,
Whate’er can rest a discontented shade;
But grant one last embrace, unhappy boy!
Afford at least that melancholy joy.”",Ilias
1636,"He said, and with his longing arms essay’d
In vain to grasp the visionary shade!
Like a thin smoke he sees the spirit fly,[284]
And hears a feeble, lamentable cry.
Confused he wakes; amazement breaks the bands
Of golden sleep, and starting from the sands,
Pensive he muses with uplifted hands:",Ilias
1637,"“’Tis true, ’tis certain; man, though dead, retains
Part of himself; the immortal mind remains:
The form subsists without the body’s aid,
Aerial semblance, and an empty shade!
This night my friend, so late in battle lost,
Stood at my side, a pensive, plaintive ghost:
Even now familiar, as in life, he came;
Alas! how different! yet how like the same!”",Ilias
1638,"“Sperchius! whose waves in mazy errors lost
Delightful roll along my native coast!
To whom we vainly vow’d, at our return,
These locks to fall, and hecatombs to burn:
Full fifty rams to bleed in sacrifice,
Where to the day thy silver fountains rise,
And where in shade of consecrated bowers
Thy altars stand, perfumed with native flowers!
So vow’d my father, but he vow’d in vain;
No more Achilles sees his native plain;
In that vain hope these hairs no longer grow,
Patroclus bears them to the shades below.”",Ilias
1639,"“All hail, Patroclus! let thy vengeful ghost
Hear, and exult, on Pluto’s dreary coast.
Behold Achilles’ promise fully paid,
Twelve Trojan heroes offer’d to thy shade;
But heavier fates on Hector’s corse attend,
Saved from the flames, for hungry dogs to rend.”",Ilias
1640,"So spake he, threatening: but the gods made vain
His threat, and guard inviolate the slain:
Celestial Venus hover’d o’er his head,
And roseate unguents, heavenly fragrance! shed:
She watch’d him all the night and all the day,
And drove the bloodhounds from their destined prey.
Nor sacred Phœbus less employ’d his care;
He pour’d around a veil of gather’d air,
And kept the nerves undried, the flesh entire,
Against the solar beam and Sirian fire.",Ilias
1641,"Then parting from the pile he ceased to weep,
And sank to quiet in the embrace of sleep,
Exhausted with his grief: meanwhile the crowd
Of thronging Grecians round Achilles stood;
The tumult waked him: from his eyes he shook
Unwilling slumber, and the chiefs bespoke:",Ilias
1642,"“Ye kings and princes of the Achaian name!
First let us quench the yet remaining flame
With sable wine; then, as the rites direct,
The hero’s bones with careful view select:
(Apart, and easy to be known they lie
Amidst the heap, and obvious to the eye:
The rest around the margin will be seen
Promiscuous, steeds and immolated men:)
These wrapp’d in double cauls of fat, prepare;
And in the golden vase dispose with care;
There let them rest with decent honour laid,
Till I shall follow to the infernal shade.
Meantime erect the tomb with pious hands,
A common structure on the humble sands:
Hereafter Greece some nobler work may raise,
And late posterity record our praise!”",Ilias
